ReturnID,OrderID,DateKey,ProductID,QuantityReturned,ReturnReason
RT00048,ORD001417,20230513,PRD000021,1,Defective Item
RT00049,ORD001427,20230302,PRD000054,1,Defective Item
RT00050,ORD001431,20241008,PRD000076,1,Damaged during Delivery
RT00051,ORD001434,20230621,PRD000044,1,Wrong Item Shipped
RT00052,ORD001447,20230822,PRD000037,1,Damaged during Delivery
RT00053,ORD001500,20251007,PRD000097,1,Damaged during Delivery
RT00054,ORD001501,20240409,PRD000076,2,Unsatisfied with Quality
RT00055,ORD001526,20240412,PRD000054,1,Damaged during Delivery
RT00056,ORD001531,20230429,PRD000065,1,Wrong Item Shipped
RT00057,ORD001665,20240128,PRD000097,1,Defective Item
RT00058,ORD001681,20240714,PRD000051,1,Defective Item
RT00059,ORD001697,20230730,PRD000067,1,Unsatisfied with Quality
RT00060,ORD001721,20240727,PRD000009,1,Damaged during Delivery
RT00061,ORD001732,20241105,PRD000089,1,Unsatisfied with Quality
RT00062,ORD001743,20250808,PRD000098,1,Wrong Item Shipped
RT00063,ORD001752,20250809,PRD000051,1,Unsatisfied with Quality
RT00064,ORD001779,20250813,PRD000076,1,Defective Item
RT00065,ORD001794,20240817,PRD000044,1,Defective Item
RT00066,ORD001835,20250608,PRD000089,1,Defective Item
RT00067,ORD001839,20241230,PRD000078,1,Damaged during Delivery
RT00068,ORD001841,20251021,PRD000089,1,Unsatisfied with Quality
RT00069,ORD001845,20240916,PRD000080,1,Damaged during Delivery
RT00070,ORD001874,20240917,PRD000010,1,Defective Item
RT00071,ORD001884,20241204,PRD000062,1,Defective Item
RT00072,ORD001980,20231118,PRD000083,1,Damaged during Delivery
RT00073,ORD001997,20250313,PRD000009,1,Unsatisfied with Quality
RT00074,ORD002001,20230628,PRD000050,1,Damaged during Delivery
RT00075,ORD002080,20231001,PRD000050,1,Wrong Item Shipped
RT00076,ORD002111,20250609,PRD000043,1,Damaged during Delivery
RT00077,ORD002187,20251216,PRD000019,1,Defective Item
RT00078,ORD002237,20231101,PRD000019,1,Damaged during Delivery
RT00079,ORD002244,20240316,PRD000073,1,Unsatisfied with Quality
RT00080,ORD002361,20251230,PRD000034,1,Unsatisfied with Quality
RT00081,ORD002399,20240322,PRD000065,1,Defective Item
RT00082,ORD002416,20231229,PRD000083,1,Damaged during Delivery
RT00083,ORD002483,20240126,PRD000037,2,Defective Item
RT00084,ORD002527,20251121,PRD000023,1,Damaged during Delivery
RT00085,ORD002576,20250622,PRD000095,1,Defective Item
RT00086,ORD002591,20250916,PRD000025,1,Damaged during Delivery
RT00087,ORD002604,20241023,PRD000020,1,Defective Item
RT00088,ORD002615,20230627,PRD000083,1,Damaged during Delivery
RT00089,ORD002663,20250228,PRD000062,1,Defective Item
RT00090,ORD002718,20250613,PRD000052,1,Defective Item
RT00091,ORD002736,20230412,PRD000009,1,Defective Item
RT00092,ORD002765,20240424,PRD000021,1,Defective Item
RT00093,ORD002773,20231104,PRD000098,1,Defective Item
RT00094,ORD002783,20240625,PRD000009,1,Damaged during Delivery
RT00095,ORD002795,20240620,PRD000087,5,Changed My Mind
RT00096,ORD002827,20241209,PRD000096,1,Damaged during Delivery
RT00097,ORD002849,20240131,PRD000034,1,Unsatisfied with Quality
RT00098,ORD002862,20250621,PRD000062,2,Unsatisfied with Quality
RT00099,ORD002899,20250324,PRD000009,1,Unsatisfied with Quality
RT00100,ORD002907,20231108,PRD000052,1,Unsatisfied with Quality
RT00101,ORD002921,20250409,PRD000050,1,Damaged during Delivery
RT00102,ORD002934,20250406,PRD000010,2,Defective Item
RT00103,ORD002936,20251104,PRD000076,1,Damaged during Delivery
RT00104,ORD003004,20241012,PRD000041,1,Wrong Item Shipped
RT00105,ORD003009,20250301,PRD000049,1,Unsatisfied with Quality
RT00106,ORD003032,20250715,PRD000019,1,Defective Item
RT00107,ORD003042,20230204,PRD000037,1,Damaged during Delivery
RT00108,ORD003087,20231026,PRD000019,1,Defective Item
RT00109,ORD003112,20251104,PRD000020,1,Defective Item
RT00110,ORD003129,20251219,PRD000044,1,Defective Item
RT00111,ORD003175,20241124,PRD000054,1,Damaged during Delivery
RT00112,ORD003194,20250722,PRD000009,1,Defective Item
RT00113,ORD003196,20230409,PRD000050,1,Damaged during Delivery
RT00114,ORD003205,20241119,PRD000071,1,Unsatisfied with Quality
RT00115,ORD003247,20251202,PRD000064,1,Wrong Item Shipped
RT00116,ORD003377,20240718,PRD000009,1,Defective Item
RT00117,ORD003418,20240707,PRD000064,1,Defective Item
RT00118,ORD003444,20231226,PRD000098,1,Defective Item
RT00119,ORD003447,20250516,PRD000058,1,Defective Item
RT00120,ORD003455,20240630,PRD000083,1,Defective Item
RT00121,ORD003488,20250828,PRD000089,1,Wrong Item Shipped
RT00122,ORD003517,20230607,PRD000084,1,Defective Item
RT00123,ORD003523,20250612,PRD000076,1,Unsatisfied with Quality
RT00124,ORD003603,20230305,PRD000062,1,Defective Item
RT00125,ORD003708,20240115,PRD000019,1,Unsatisfied with Quality
RT00126,ORD003743,20251222,PRD000037,1,Defective Item
RT00127,ORD003795,20240911,PRD000065,1,Damaged during Delivery
RT00128,ORD003808,20251113,PRD000010,1,Damaged during Delivery
RT00129,ORD003906,20230520,PRD000058,1,Damaged during Delivery
RT00130,ORD003915,20230917,PRD000095,1,Defective Item
RT00131,ORD003937,20230106,PRD000009,2,Defective Item
RT00132,ORD003956,20250607,PRD000055,1,Unsatisfied with Quality
RT00133,ORD003966,20250721,PRD000038,1,Wrong Item Shipped
RT00134,ORD004000,20250130,PRD000010,1,Defective Item
RT00135,ORD004058,20230709,PRD000066,1,Changed My Mind
RT00136,ORD004086,20250410,PRD000025,1,Wrong Item Shipped
RT00137,ORD004093,20230815,PRD000052,1,Unsatisfied with Quality
RT00138,ORD004094,20250416,PRD000050,1,Unsatisfied with Quality
RT00139,ORD004096,20240518,PRD000062,1,Defective Item
RT00140,ORD004109,20240716,PRD000096,1,Defective Item
RT00141,ORD004127,20241112,PRD000021,1,Unsatisfied with Quality
RT00142,ORD004130,20250526,PRD000058,1,Defective Item
RT00143,ORD004132,20240328,PRD000014,1,Wrong Item Shipped
RT00144,ORD004181,20251208,PRD000042,1,Defective Item
RT00145,ORD004214,20240224,PRD000034,1,Damaged during Delivery
RT00146,ORD004223,20250824,PRD000012,1,Wrong Item Shipped
RT00147,ORD004224,20240307,PRD000025,1,Defective Item
RT00148,ORD004353,20250120,PRD000083,2,Defective Item
RT00149,ORD004445,20230703,PRD000049,1,Damaged during Delivery
RT00150,ORD004474,20241118,PRD000044,1,Defective Item
RT00151,ORD004488,20230517,PRD000084,1,Defective Item
RT00152,ORD004558,20250427,PRD000043,1,Damaged during Delivery
RT00153,ORD004568,20250727,PRD000037,1,Defective Item
RT00154,ORD004621,20241212,PRD000067,1,Defective Item
RT00155,ORD004817,20231106,PRD000037,1,Damaged during Delivery
RT00156,ORD004848,20230822,PRD000098,1,Unsatisfied with Quality
RT00157,ORD004973,20250402,PRD000028,1,Wrong Item Shipped
RT00158,ORD005012,20241118,PRD000029,2,Wrong Item Shipped
RT00159,ORD005051,20230519,PRD000019,1,Defective Item
RT00160,ORD005116,20240918,PRD000084,1,Defective Item
RT00161,ORD005124,20240128,PRD000020,1,Damaged during Delivery
RT00162,ORD005183,20240407,PRD000096,1,Defective Item
RT00163,ORD005222,20240706,PRD000024,1,Wrong Item Shipped
RT00164,ORD005237,20240615,PRD000035,1,Defective Item
RT00165,ORD005241,20241114,PRD000098,1,Damaged during Delivery
RT00166,ORD005249,20231106,PRD000042,1,Defective Item
RT00167,ORD005250,20250530,PRD000040,1,Defective Item
RT00168,ORD005279,20240417,PRD000021,1,Unsatisfied with Quality
RT00169,ORD005288,20250209,PRD000098,1,Defective Item
RT00170,ORD005308,20241102,PRD000012,1,Damaged during Delivery
RT00171,ORD005339,20240226,PRD000083,1,Wrong Item Shipped
RT00172,ORD005340,20241229,PRD000001,1,Damaged during Delivery
RT00173,ORD005350,20250520,PRD000098,1,Damaged during Delivery
RT00174,ORD005352,20230608,PRD000054,1,Defective Item
RT00175,ORD005384,20250923,PRD000010,1,Defective Item
RT00176,ORD005417,20250214,PRD000046,1,Damaged during Delivery
RT00177,ORD005421,20241106,PRD000050,1,Defective Item
RT00178,ORD005471,20251117,PRD000098,1,Defective Item
RT00179,ORD005481,20240822,PRD000064,1,Defective Item
RT00180,ORD005529,20250616,PRD000097,1,Unsatisfied with Quality
RT00181,ORD005531,20240831,PRD000029,1,Wrong Item Shipped
RT00182,ORD005545,20251220,PRD000098,2,Damaged during Delivery
RT00183,ORD005552,20250118,PRD000089,1,Damaged during Delivery
RT00184,ORD005576,20230907,PRD000020,1,Damaged during Delivery
RT00185,ORD005609,20250626,PRD000062,1,Defective Item
RT00186,ORD005617,20241214,PRD000019,1,Damaged during Delivery
RT00187,ORD005681,20230410,PRD000049,1,Damaged during Delivery
RT00188,ORD005711,20250117,PRD000054,1,Defective Item
RT00189,ORD005921,20250504,PRD000067,1,Damaged during Delivery
RT00190,ORD005929,20250803,PRD000010,1,Damaged during Delivery
RT00191,ORD005943,20230124,PRD000008,1,Damaged during Delivery
RT00192,ORD005993,20241115,PRD000083,1,Unsatisfied with Quality
RT00193,ORD006039,20240209,PRD000044,1,Defective Item
RT00194,ORD006059,20251210,PRD000043,1,Defective Item
RT00195,ORD006080,20240720,PRD000058,1,Wrong Item Shipped
RT00196,ORD006106,20230328,PRD000035,1,Damaged during Delivery
RT00197,ORD006107,20240310,PRD000021,1,Defective Item
RT00198,ORD006109,20240629,PRD000044,1,Defective Item
RT00199,ORD006129,20250328,PRD000052,2,Damaged during Delivery
RT00200,ORD006150,20251207,PRD000055,2,Defective Item
RT00201,ORD006194,20241224,PRD000084,1,Unsatisfied with Quality
RT00202,ORD006204,20230209,PRD000010,1,Damaged during Delivery
RT00203,ORD006210,20240814,PRD000014,1,Wrong Item Shipped
RT00204,ORD006259,20250517,PRD000043,1,Unsatisfied with Quality
RT00205,ORD006263,20250802,PRD000043,1,Defective Item
RT00206,ORD006265,20250830,PRD000064,1,Damaged during Delivery
RT00207,ORD006272,20251023,PRD000050,1,Defective Item
RT00208,ORD006281,20250914,PRD000052,1,Unsatisfied with Quality
RT00209,ORD006299,20241007,PRD000051,1,Damaged during Delivery
RT00210,ORD006310,20251211,PRD000096,1,Wrong Item Shipped
RT00211,ORD006347,20231220,PRD000010,1,Damaged during Delivery
RT00212,ORD006370,20230325,PRD000028,2,Damaged during Delivery
RT00213,ORD006374,20240808,PRD000089,1,Wrong Item Shipped
RT00214,ORD006448,20230708,PRD000067,1,Unsatisfied with Quality
RT00215,ORD006459,20240805,PRD000044,1,Unsatisfied with Quality
RT00216,ORD006525,20240514,PRD000095,1,Damaged during Delivery
RT00217,ORD006554,20250225,PRD000006,2,Damaged during Delivery
RT00218,ORD006587,20250729,PRD000064,1,Defective Item
RT00219,ORD006596,20250411,PRD000068,1,Defective Item
RT00220,ORD006613,20250116,PRD000097,1,Defective Item
RT00221,ORD006614,20240118,PRD000001,1,Unsatisfied with Quality
RT00222,ORD006640,20230925,PRD000071,1,Defective Item
RT00223,ORD006665,20240624,PRD000096,1,Damaged during Delivery
RT00224,ORD006710,20250114,PRD000050,1,Defective Item
RT00225,ORD006740,20241229,PRD000003,2,Wrong Item Shipped
RT00226,ORD006773,20250604,PRD000044,1,Wrong Item Shipped
RT00227,ORD006913,20251103,PRD000062,1,Damaged during Delivery
RT00228,ORD006998,20230720,PRD000062,1,Damaged during Delivery
RT00229,ORD007044,20240524,PRD000049,1,Defective Item
RT00230,ORD007053,20240731,PRD000012,1,Defective Item
RT00231,ORD007075,20230818,PRD000068,2,Damaged during Delivery
RT00232,ORD007113,20251206,PRD000042,1,Defective Item
RT00233,ORD007123,20230806,PRD000010,1,Defective Item
RT00234,ORD007128,20251104,PRD000076,1,Damaged during Delivery
RT00235,ORD007132,20250104,PRD000054,1,Damaged during Delivery
RT00236,ORD007162,20251017,PRD000051,1,Unsatisfied with Quality
RT00237,ORD007166,20240307,PRD000054,2,Damaged during Delivery
RT00238,ORD007177,20251017,PRD000089,1,Damaged during Delivery
RT00239,ORD007179,20240306,PRD000043,1,Defective Item
RT00240,ORD007230,20251229,PRD000089,1,Defective Item
RT00241,ORD007240,20250121,PRD000010,1,Defective Item
RT00242,ORD007246,20240909,PRD000010,1,Damaged during Delivery
RT00243,ORD007250,20240717,PRD000043,1,Unsatisfied with Quality
RT00244,ORD007254,20231101,PRD000071,1,Damaged during Delivery
RT00245,ORD007260,20241202,PRD000020,1,Defective Item
RT00246,ORD007280,20240423,PRD000044,1,Wrong Item Shipped
RT00247,ORD007310,20250728,PRD000089,1,Wrong Item Shipped
RT00248,ORD007317,20241021,PRD000089,1,Damaged during Delivery
RT00249,ORD007327,20250710,PRD000040,1,Unsatisfied with Quality
RT00250,ORD007354,20240210,PRD000098,1,Unsatisfied with Quality
RT00251,ORD007451,20250429,PRD000065,1,Wrong Item Shipped
RT00252,ORD007495,20230514,PRD000098,1,Defective Item
RT00253,ORD007533,20251206,PRD000024,1,Defective Item
RT00254,ORD007540,20240617,PRD000089,1,Defective Item
RT00255,ORD007584,20251118,PRD000058,1,Wrong Item Shipped
RT00256,ORD007586,20240208,PRD000052,1,Defective Item
RT00257,ORD007617,20250420,PRD000089,1,Unsatisfied with Quality
RT00258,ORD007619,20240605,PRD000084,1,Unsatisfied with Quality
RT00259,ORD007660,20240705,PRD000067,1,Damaged during Delivery
RT00260,ORD007663,20241112,PRD000049,1,Defective Item
RT00261,ORD007729,20240517,PRD000051,1,Damaged during Delivery
RT00262,ORD007742,20250622,PRD000019,1,Defective Item
RT00263,ORD007787,20230917,PRD000076,1,Defective Item
RT00264,ORD007827,20230516,PRD000087,1,Wrong Item Shipped
RT00265,ORD007863,20230628,PRD000096,1,Defective Item
RT00266,ORD007927,20250511,PRD000010,1,Damaged during Delivery
RT00267,ORD007931,20250903,PRD000095,1,Unsatisfied with Quality
RT00268,ORD008007,20251224,PRD000052,1,Damaged during Delivery
RT00269,ORD008117,20230119,PRD000006,1,Changed My Mind
RT00270,ORD008126,20251029,PRD000082,1,Defective Item
RT00271,ORD008129,20240604,PRD000062,1,Damaged during Delivery
RT00272,ORD008141,20250811,PRD000076,1,Wrong Item Shipped
RT00273,ORD008151,20250813,PRD000097,1,Damaged during Delivery
RT00274,ORD008164,20250815,PRD000012,1,Damaged during Delivery
RT00275,ORD008238,20240812,PRD000047,1,Defective Item
RT00276,ORD008324,20250414,PRD000084,1,Damaged during Delivery
RT00277,ORD008338,20250809,PRD000065,1,Defective Item
RT00278,ORD008357,20230831,PRD000067,1,Damaged during Delivery
RT00279,ORD008358,20251024,PRD000009,1,Damaged during Delivery
RT00280,ORD008403,20230405,PRD000096,1,Unsatisfied with Quality
RT00281,ORD008410,20231031,PRD000044,1,Wrong Item Shipped
RT00282,ORD008529,20250404,PRD000058,1,Damaged during Delivery
RT00283,ORD008583,20251209,PRD000045,1,Damaged during Delivery
RT00284,ORD008618,20250116,PRD000098,1,Defective Item
RT00285,ORD008641,20230629,PRD000050,1,Wrong Item Shipped
RT00286,ORD008668,20251110,PRD000024,1,Defective Item
RT00287,ORD008671,20250410,PRD000009,1,Wrong Item Shipped
RT00288,ORD008691,20251021,PRD000006,1,Changed My Mind
RT00289,ORD008744,20251218,PRD000089,1,Damaged during Delivery
RT00290,ORD008776,20241021,PRD000083,2,Defective Item
RT00291,ORD008801,20240216,PRD000020,1,Damaged during Delivery
RT00292,ORD008809,20250516,PRD000084,1,Defective Item
RT00293,ORD008833,20250117,PRD000037,1,Defective Item
RT00294,ORD008834,20230729,PRD000096,1,Defective Item
RT00295,ORD008846,20250808,PRD000045,1,Damaged during Delivery
RT00296,ORD008852,20230305,PRD000050,1,Defective Item
RT00297,ORD008875,20251231,PRD000065,1,Wrong Item Shipped
RT00298,ORD008898,20250817,PRD000009,1,Defective Item
RT00299,ORD008926,20251225,PRD000087,1,Wrong Item Shipped
RT00300,ORD008934,20240105,PRD000098,1,Damaged during Delivery
RT00301,ORD008941,20240516,PRD000097,1,Damaged during Delivery
RT00302,ORD008956,20240719,PRD000066,2,Wrong Item Shipped
RT00303,ORD008961,20240801,PRD000020,1,Defective Item
RT00304,ORD008969,20230807,PRD000053,1,Defective Item
RT00305,ORD009001,20250215,PRD000071,1,Wrong Item Shipped
RT00306,ORD009068,20230723,PRD000010,1,Damaged during Delivery
RT00307,ORD009126,20251213,PRD000005,1,Defective Item
RT00308,ORD009131,20250517,PRD000054,1,Wrong Item Shipped
RT00309,ORD009185,20240910,PRD000089,1,Defective Item
RT00310,ORD009203,20241206,PRD000053,1,Damaged during Delivery
RT00311,ORD009221,20240706,PRD000021,1,Defective Item
RT00312,ORD009317,20241106,PRD000043,1,Defective Item
RT00313,ORD009356,20241109,PRD000084,1,Defective Item
RT00314,ORD009378,20231102,PRD000009,1,Defective Item
RT00315,ORD009421,20240419,PRD000020,1,Defective Item
RT00316,ORD009469,20251118,PRD000019,1,Wrong Item Shipped
RT00317,ORD009492,20250907,PRD000064,1,Defective Item
RT00318,ORD009528,20240409,PRD000097,1,Wrong Item Shipped
RT00319,ORD009536,20230926,PRD000010,1,Defective Item
RT00320,ORD009537,20241105,PRD000098,1,Defective Item
RT00321,ORD009580,20240814,PRD000049,1,Defective Item
RT00322,ORD009589,20250811,PRD000009,1,Defective Item
RT00323,ORD009614,20240328,PRD000058,1,Defective Item
RT00324,ORD009618,20250113,PRD000062,1,Defective Item
RT00325,ORD009635,20250325,PRD000034,1,Unsatisfied with Quality
RT00326,ORD009659,20250624,PRD000067,1,Defective Item
RT00327,ORD009792,20231213,PRD000046,5,Changed My Mind
RT00328,ORD009833,20251018,PRD000076,1,Defective Item
RT00329,ORD009938,20230317,PRD000065,1,Damaged during Delivery
RT00330,ORD010013,20250528,PRD000031,1,Unsatisfied with Quality
RT00331,ORD010094,20240709,PRD000098,1,Defective Item
RT00332,ORD010117,20251209,PRD000062,1,Defective Item
RT00333,ORD010165,20240407,PRD000099,1,Damaged during Delivery
RT00334,ORD010167,20240513,PRD000089,1,Damaged during Delivery
RT00335,ORD010191,20241120,PRD000081,1,Wrong Item Shipped
RT00336,ORD010222,20240518,PRD000089,1,Damaged during Delivery
RT00337,ORD010232,20251007,PRD000044,1,Wrong Item Shipped
RT00338,ORD010235,20250126,PRD000084,1,Defective Item
RT00339,ORD010242,20240308,PRD000009,1,Damaged during Delivery
RT00340,ORD010244,20250818,PRD000046,1,Damaged during Delivery
RT00341,ORD010268,20250907,PRD000078,2,Changed My Mind
RT00342,ORD010278,20250202,PRD000098,1,Defective Item
RT00343,ORD010285,20250629,PRD000031,1,Unsatisfied with Quality
RT00344,ORD010369,20250905,PRD000062,2,Defective Item
RT00345,ORD010378,20230308,PRD000076,1,Unsatisfied with Quality
RT00346,ORD010415,20241201,PRD000020,1,Wrong Item Shipped
RT00347,ORD010543,20251218,PRD000084,1,Damaged during Delivery
RT00348,ORD010549,20250503,PRD000089,1,Wrong Item Shipped
RT00349,ORD010628,20251228,PRD000012,1,Unsatisfied with Quality
RT00350,ORD010686,20240208,PRD000088,1,Damaged during Delivery
RT00351,ORD010713,20251213,PRD000043,1,Wrong Item Shipped
RT00352,ORD010717,20251214,PRD000051,1,Unsatisfied with Quality
RT00353,ORD010726,20240622,PRD000062,1,Defective Item
RT00354,ORD010738,20240918,PRD000010,1,Damaged during Delivery
RT00355,ORD010747,20240309,PRD000078,1,Damaged during Delivery
RT00356,ORD010760,20241025,PRD000012,1,Defective Item
RT00357,ORD010772,20240927,PRD000005,1,Damaged during Delivery
RT00358,ORD010829,20230602,PRD000049,1,Defective Item
RT00359,ORD010834,20251113,PRD000024,1,Unsatisfied with Quality
RT00360,ORD010848,20250328,PRD000009,1,Defective Item
RT00361,ORD010889,20240430,PRD000035,1,Wrong Item Shipped
RT00362,ORD010947,20250703,PRD000076,1,Defective Item
RT00363,ORD010968,20251121,PRD000054,1,Damaged during Delivery
RT00364,ORD010987,20230106,PRD000097,1,Defective Item
RT00365,ORD010988,20240328,PRD000017,1,Defective Item
RT00366,ORD011057,20240927,PRD000051,1,Defective Item
RT00367,ORD011138,20240701,PRD000031,1,Damaged during Delivery
RT00368,ORD011265,20241231,PRD000010,1,Unsatisfied with Quality
RT00369,ORD011320,20240429,PRD000019,1,Damaged during Delivery
RT00370,ORD011324,20250515,PRD000064,1,Damaged during Delivery
RT00371,ORD011369,20230503,PRD000096,1,Defective Item
RT00372,ORD011412,20251011,PRD000089,1,Damaged during Delivery
RT00373,ORD011426,20240613,PRD000096,1,Defective Item
RT00374,ORD011441,20240720,PRD000045,1,Defective Item
RT00375,ORD011461,20250721,PRD000052,1,Defective Item
RT00376,ORD011477,20250321,PRD000045,1,Defective Item
RT00377,ORD011534,20240622,PRD000024,1,Damaged during Delivery
RT00378,ORD011618,20230502,PRD000054,1,Defective Item
RT00379,ORD011680,20251016,PRD000067,1,Wrong Item Shipped
RT00380,ORD011740,20251101,PRD000049,1,Defective Item
RT00381,ORD011794,20250611,PRD000076,2,Damaged during Delivery
RT00382,ORD011816,20251128,PRD000037,1,Defective Item
RT00383,ORD011849,20250709,PRD000012,1,Wrong Item Shipped
RT00384,ORD011913,20250705,PRD000037,1,Defective Item
RT00385,ORD011918,20231217,PRD000054,2,Damaged during Delivery
RT00386,ORD011944,20240418,PRD000012,1,Damaged during Delivery
RT00387,ORD011957,20251119,PRD000054,1,Unsatisfied with Quality
RT00388,ORD011962,20250619,PRD000009,1,Defective Item
RT00389,ORD011988,20230829,PRD000083,1,Damaged during Delivery
RT00390,ORD012038,20250121,PRD000012,1,Damaged during Delivery
RT00391,ORD012039,20250204,PRD000044,1,Defective Item
RT00392,ORD012051,20241113,PRD000062,1,Defective Item
RT00393,ORD012052,20230219,PRD000044,1,Defective Item
RT00394,ORD012070,20250610,PRD000083,1,Damaged during Delivery
RT00395,ORD012122,20250408,PRD000063,1,Unsatisfied with Quality
RT00396,ORD012153,20250318,PRD000071,1,Damaged during Delivery
RT00397,ORD012157,20240416,PRD000015,1,Damaged during Delivery
RT00398,ORD012158,20240831,PRD000065,1,Unsatisfied with Quality
RT00399,ORD012279,20251209,PRD000083,2,Defective Item
RT00400,ORD012294,20251204,PRD000064,1,Defective Item
RT00401,ORD012295,20250407,PRD000010,1,Damaged during Delivery
RT00402,ORD012297,20251005,PRD000012,2,Damaged during Delivery
RT00403,ORD012364,20230622,PRD000038,1,Damaged during Delivery
RT00404,ORD012368,20250414,PRD000044,1,Defective Item
RT00405,ORD012392,20240612,PRD000049,1,Damaged during Delivery
RT00406,ORD012442,20241214,PRD000043,1,Defective Item
RT00407,ORD012474,20250708,PRD000009,1,Defective Item
RT00408,ORD012494,20250705,PRD000054,1,Defective Item
RT00409,ORD012505,20240106,PRD000089,1,Damaged during Delivery
RT00410,ORD012515,20250715,PRD000064,1,Defective Item
RT00411,ORD012547,20230119,PRD000098,1,Defective Item
RT00412,ORD012553,20250823,PRD000001,1,Defective Item
RT00413,ORD012565,20231112,PRD000045,2,Defective Item
RT00414,ORD012617,20251217,PRD000064,1,Defective Item
RT00415,ORD012641,20251021,PRD000024,1,Wrong Item Shipped
RT00416,ORD012651,20241223,PRD000009,1,Defective Item
RT00417,ORD012661,20240407,PRD000010,1,Damaged during Delivery
RT00418,ORD012668,20251029,PRD000095,1,Damaged during Delivery
RT00419,ORD012673,20241008,PRD000045,1,Defective Item
RT00420,ORD012692,20240725,PRD000004,1,Unsatisfied with Quality
RT00421,ORD012728,20230208,PRD000009,1,Wrong Item Shipped
RT00422,ORD012736,20251105,PRD000010,2,Damaged during Delivery
RT00423,ORD012756,20250616,PRD000058,1,Unsatisfied with Quality
RT00424,ORD012762,20230116,PRD000001,1,Defective Item
RT00425,ORD012765,20230413,PRD000098,1,Defective Item
RT00426,ORD012794,20230504,PRD000020,1,Defective Item
RT00427,ORD012882,20241121,PRD000052,1,Defective Item
RT00428,ORD012892,20250921,PRD000050,1,Defective Item
RT00429,ORD012893,20241221,PRD000089,1,Defective Item
RT00430,ORD012965,20241021,PRD000095,1,Defective Item
RT00431,ORD012976,20230525,PRD000040,1,Defective Item
RT00432,ORD013003,20250411,PRD000083,2,Unsatisfied with Quality
RT00433,ORD013019,20240302,PRD000071,1,Defective Item
RT00434,ORD013061,20230601,PRD000031,1,Defective Item
RT00435,ORD013063,20231226,PRD000051,1,Damaged during Delivery
RT00436,ORD013064,20231028,PRD000095,1,Wrong Item Shipped
RT00437,ORD013111,20250209,PRD000008,1,Unsatisfied with Quality
RT00438,ORD013130,20230601,PRD000009,1,Damaged during Delivery
RT00439,ORD013133,20230306,PRD000071,1,Defective Item
