ReturnID,OrderID,DateKey,ProductID,QuantityReturned,ReturnReason
RT00212,ORD006341,20250815,PRD000097,2,Defective Item
RT00213,ORD006365,20230526,PRD000034,1,Defective Item
RT00214,ORD006371,20230517,PRD000037,1,Damaged during Delivery
RT00215,ORD006392,20231204,PRD000049,1,Defective Item
RT00216,ORD006412,20250518,PRD000043,2,Defective Item
RT00217,ORD006435,20231203,PRD000054,2,Damaged during Delivery
RT00218,ORD006472,20251025,PRD000089,1,Defective Item
RT00219,ORD006496,20240909,PRD000063,1,Wrong Item Shipped
RT00220,ORD006545,20240627,PRD000019,1,Defective Item
RT00221,ORD006571,20250609,PRD000098,1,Wrong Item Shipped
RT00222,ORD006586,20241019,PRD000045,1,Defective Item
RT00223,ORD006591,20241016,PRD000076,1,Damaged during Delivery
RT00224,ORD006597,20240626,PRD000034,1,Defective Item
RT00225,ORD006686,20240928,PRD000037,1,Damaged during Delivery
RT00226,ORD006687,20251217,PRD000058,1,Wrong Item Shipped
RT00227,ORD006774,20241221,PRD000052,2,Wrong Item Shipped
RT00228,ORD006857,20230219,PRD000089,1,Defective Item
RT00229,ORD006919,20240624,PRD000019,1,Wrong Item Shipped
RT00230,ORD006963,20230611,PRD000043,1,Damaged during Delivery
RT00231,ORD006982,20251001,PRD000034,1,Wrong Item Shipped
RT00232,ORD006990,20250518,PRD000083,1,Defective Item
RT00233,ORD007107,20250802,PRD000058,1,Defective Item
RT00234,ORD007151,20240715,PRD000083,1,Defective Item
RT00235,ORD007184,20251114,PRD000003,1,Changed My Mind
RT00236,ORD007194,20240421,PRD000091,1,Damaged during Delivery
RT00237,ORD007225,20240209,PRD000027,1,Changed My Mind
RT00238,ORD007247,20250817,PRD000076,1,Damaged during Delivery
RT00239,ORD007267,20241210,PRD000095,1,Damaged during Delivery
RT00240,ORD007274,20240330,PRD000053,1,Unsatisfied with Quality
RT00241,ORD007281,20230331,PRD000009,1,Defective Item
RT00242,ORD007308,20230531,PRD000045,1,Defective Item
RT00243,ORD007331,20250813,PRD000009,1,Wrong Item Shipped
RT00244,ORD007351,20250316,PRD000001,1,Defective Item
RT00245,ORD007352,20250725,PRD000089,1,Defective Item
RT00246,ORD007387,20250404,PRD000054,1,Damaged during Delivery
RT00247,ORD007404,20250709,PRD000045,1,Damaged during Delivery
RT00248,ORD007440,20250828,PRD000024,1,Defective Item
RT00249,ORD007441,20251231,PRD000054,1,Defective Item
RT00250,ORD007505,20250627,PRD000020,1,Wrong Item Shipped
RT00251,ORD007563,20240624,PRD000010,1,Defective Item
RT00252,ORD007568,20230625,PRD000001,1,Unsatisfied with Quality
RT00253,ORD007661,20250202,PRD000037,1,Defective Item
RT00254,ORD007704,20240512,PRD000065,1,Unsatisfied with Quality
RT00255,ORD007735,20250703,PRD000095,1,Wrong Item Shipped
RT00256,ORD007777,20241021,PRD000084,1,Wrong Item Shipped
RT00257,ORD007802,20240714,PRD000031,1,Defective Item
RT00258,ORD007843,20231026,PRD000064,2,Defective Item
RT00259,ORD007849,20230616,PRD000058,1,Damaged during Delivery
RT00260,ORD007865,20240112,PRD000044,1,Defective Item
RT00261,ORD007897,20230906,PRD000097,1,Defective Item
RT00262,ORD007907,20231104,PRD000089,1,Wrong Item Shipped
RT00263,ORD007913,20241201,PRD000044,1,Wrong Item Shipped
RT00264,ORD007940,20250203,PRD000034,1,Damaged during Delivery
RT00265,ORD007987,20240725,PRD000031,1,Damaged during Delivery
RT00266,ORD007990,20231230,PRD000050,1,Defective Item
RT00267,ORD008058,20241022,PRD000025,1,Wrong Item Shipped
RT00268,ORD008061,20240613,PRD000098,1,Defective Item
RT00269,ORD008078,20240226,PRD000054,1,Defective Item
RT00270,ORD008122,20250705,PRD000083,1,Damaged during Delivery
RT00271,ORD008150,20230427,PRD000089,1,Damaged during Delivery
RT00272,ORD008164,20240121,PRD000074,1,Unsatisfied with Quality
RT00273,ORD008192,20240724,PRD000034,1,Defective Item
RT00274,ORD008212,20250124,PRD000097,1,Defective Item
RT00275,ORD008215,20240427,PRD000010,1,Damaged during Delivery
RT00276,ORD008241,20241229,PRD000044,1,Damaged during Delivery
RT00277,ORD008323,20240308,PRD000050,1,Damaged during Delivery
RT00278,ORD008336,20231231,PRD000009,1,Damaged during Delivery
RT00279,ORD008398,20240419,PRD000079,1,Unsatisfied with Quality
RT00280,ORD008427,20250130,PRD000076,2,Defective Item
RT00281,ORD008444,20240528,PRD000097,1,Damaged during Delivery
RT00282,ORD008483,20240418,PRD000038,1,Defective Item
RT00283,ORD008493,20250921,PRD000084,1,Unsatisfied with Quality
RT00284,ORD008518,20230706,PRD000089,1,Defective Item
RT00285,ORD008528,20230410,PRD000040,1,Defective Item
RT00286,ORD008570,20250605,PRD000054,1,Damaged during Delivery
RT00287,ORD008675,20250307,PRD000067,2,Defective Item
RT00288,ORD008700,20240709,PRD000096,1,Wrong Item Shipped
RT00289,ORD008708,20251130,PRD000067,1,Damaged during Delivery
RT00290,ORD008748,20240214,PRD000062,2,Damaged during Delivery
RT00291,ORD008776,20250525,PRD000012,1,Unsatisfied with Quality
RT00292,ORD008871,20241220,PRD000009,1,Defective Item
RT00293,ORD008953,20250730,PRD000020,1,Damaged during Delivery
RT00294,ORD008972,20251210,PRD000050,1,Damaged during Delivery
RT00295,ORD009062,20230807,PRD000010,1,Defective Item
RT00296,ORD009163,20230426,PRD000084,1,Defective Item
RT00297,ORD009166,20250530,PRD000045,1,Damaged during Delivery
RT00298,ORD009235,20251220,PRD000076,1,Defective Item
RT00299,ORD009274,20241005,PRD000071,1,Damaged during Delivery
RT00300,ORD009373,20251107,PRD000067,1,Defective Item
RT00301,ORD009427,20251008,PRD000024,1,Defective Item
RT00302,ORD009455,20240809,PRD000097,1,Defective Item
RT00303,ORD009457,20231102,PRD000009,1,Wrong Item Shipped
RT00304,ORD009501,20241126,PRD000003,1,Wrong Item Shipped
RT00305,ORD009508,20240504,PRD000050,1,Defective Item
RT00306,ORD009621,20250430,PRD000004,1,Unsatisfied with Quality
RT00307,ORD009636,20250319,PRD000001,1,Damaged during Delivery
RT00308,ORD009645,20230405,PRD000078,4,Changed My Mind
RT00309,ORD009647,20250524,PRD000034,1,Unsatisfied with Quality
RT00310,ORD009689,20240412,PRD000009,1,Damaged during Delivery
RT00311,ORD009702,20240831,PRD000076,1,Wrong Item Shipped
RT00312,ORD009733,20230531,PRD000009,1,Defective Item
RT00313,ORD009739,20241214,PRD000095,1,Wrong Item Shipped
RT00314,ORD009744,20250523,PRD000037,1,Defective Item
RT00315,ORD009754,20251107,PRD000012,1,Defective Item
RT00316,ORD009768,20240106,PRD000095,1,Defective Item
RT00317,ORD009801,20231203,PRD000007,1,Wrong Item Shipped
RT00318,ORD009830,20251218,PRD000005,1,Damaged during Delivery
RT00319,ORD009855,20250121,PRD000009,1,Damaged during Delivery
RT00320,ORD009883,20240805,PRD000019,1,Wrong Item Shipped
RT00321,ORD009904,20240124,PRD000058,2,Defective Item
RT00322,ORD009908,20230504,PRD000059,1,Wrong Item Shipped
RT00323,ORD009933,20240322,PRD000096,1,Damaged during Delivery
RT00324,ORD009949,20250320,PRD000045,1,Defective Item
RT00325,ORD009959,20241125,PRD000097,1,Defective Item
RT00326,ORD009961,20241027,PRD000064,1,Wrong Item Shipped
RT00327,ORD009989,20231201,PRD000062,1,Defective Item
RT00328,ORD009994,20230912,PRD000062,1,Damaged during Delivery
RT00329,ORD010044,20240618,PRD000027,1,Wrong Item Shipped
RT00330,ORD010064,20250812,PRD000096,1,Defective Item
RT00331,ORD010115,20251123,PRD000089,1,Defective Item
RT00332,ORD010147,20250625,PRD000037,1,Unsatisfied with Quality
RT00333,ORD010155,20250508,PRD000054,1,Defective Item
RT00334,ORD010164,20240610,PRD000045,1,Damaged during Delivery
RT00335,ORD010178,20240911,PRD000051,1,Defective Item
RT00336,ORD010220,20240921,PRD000089,1,Defective Item
RT00337,ORD010221,20250805,PRD000065,1,Defective Item
RT00338,ORD010231,20240215,PRD000097,1,Wrong Item Shipped
RT00339,ORD010247,20250301,PRD000097,1,Defective Item
RT00340,ORD010258,20240316,PRD000043,1,Damaged during Delivery
RT00341,ORD010287,20240120,PRD000008,1,Defective Item
RT00342,ORD010289,20251226,PRD000015,1,Damaged during Delivery
RT00343,ORD010297,20240628,PRD000063,59,Damaged during Delivery
RT00344,ORD010299,20230405,PRD000058,1,Damaged during Delivery
RT00345,ORD010317,20230213,PRD000050,1,Defective Item
RT00346,ORD010344,20241127,PRD000015,1,Damaged during Delivery
RT00347,ORD010353,20250510,PRD000044,1,Damaged during Delivery
RT00348,ORD010379,20251205,PRD000010,1,Defective Item
RT00349,ORD010392,20241222,PRD000050,1,Unsatisfied with Quality
RT00350,ORD010396,20230327,PRD000067,1,Defective Item
RT00351,ORD010440,20251004,PRD000051,1,Wrong Item Shipped
RT00352,ORD010458,20231106,PRD000043,1,Wrong Item Shipped
RT00353,ORD010473,20250313,PRD000098,1,Wrong Item Shipped
RT00354,ORD010487,20230718,PRD000037,1,Defective Item
RT00355,ORD010503,20240603,PRD000064,1,Damaged during Delivery
RT00356,ORD010539,20230903,PRD000010,1,Wrong Item Shipped
RT00357,ORD010646,20240518,PRD000008,1,Unsatisfied with Quality
RT00358,ORD010662,20250628,PRD000024,2,Defective Item
RT00359,ORD010664,20231112,PRD000052,1,Defective Item
RT00360,ORD010690,20230327,PRD000083,1,Defective Item
RT00361,ORD010692,20230424,PRD000054,1,Wrong Item Shipped
RT00362,ORD010740,20250409,PRD000044,1,Defective Item
RT00363,ORD010776,20230527,PRD000076,1,Damaged during Delivery
RT00364,ORD010861,20250226,PRD000058,1,Unsatisfied with Quality
RT00365,ORD010893,20240825,PRD000031,1,Defective Item
RT00366,ORD010900,20231108,PRD000062,1,Defective Item
RT00367,ORD010973,20240502,PRD000010,1,Defective Item
RT00368,ORD011052,20240202,PRD000065,1,Defective Item
RT00369,ORD011061,20250517,PRD000037,1,Damaged during Delivery
RT00370,ORD011065,20251229,PRD000001,1,Damaged during Delivery
RT00371,ORD011183,20250216,PRD000031,1,Defective Item
RT00372,ORD011204,20250623,PRD000051,1,Wrong Item Shipped
RT00373,ORD011236,20250419,PRD000021,1,Damaged during Delivery
RT00374,ORD011248,20241111,PRD000084,1,Defective Item
RT00375,ORD011268,20250321,PRD000064,1,Damaged during Delivery
RT00376,ORD011328,20230306,PRD000062,2,Damaged during Delivery
RT00377,ORD011355,20250422,PRD000084,1,Wrong Item Shipped
RT00378,ORD011390,20250705,PRD000099,2,Changed My Mind
RT00379,ORD011393,20230430,PRD000095,1,Wrong Item Shipped
RT00380,ORD011411,20251228,PRD000097,1,Damaged during Delivery
RT00381,ORD011505,20240422,PRD000001,1,Damaged during Delivery
RT00382,ORD011515,20250409,PRD000077,2,Damaged during Delivery
RT00383,ORD011616,20230805,PRD000043,1,Unsatisfied with Quality
RT00384,ORD011653,20240310,PRD000010,1,Wrong Item Shipped
RT00385,ORD011674,20241015,PRD000052,1,Damaged during Delivery
RT00386,ORD011698,20241107,PRD000083,1,Defective Item
RT00387,ORD011714,20230207,PRD000051,1,Damaged during Delivery
RT00388,ORD011737,20230909,PRD000089,1,Defective Item
RT00389,ORD011810,20250721,PRD000083,1,Damaged during Delivery
RT00390,ORD011814,20230409,PRD000067,1,Defective Item
RT00391,ORD011829,20250110,PRD000024,1,Wrong Item Shipped
RT00392,ORD011861,20240223,PRD000044,1,Defective Item
RT00393,ORD011922,20230527,PRD000043,1,Defective Item
RT00394,ORD011936,20250215,PRD000031,1,Defective Item
RT00395,ORD011995,20241204,PRD000054,1,Defective Item
RT00396,ORD012006,20251026,PRD000037,1,Wrong Item Shipped
RT00397,ORD012008,20250409,PRD000044,1,Defective Item
RT00398,ORD012021,20241208,PRD000045,1,Damaged during Delivery
RT00399,ORD012036,20240716,PRD000071,1,Damaged during Delivery
RT00400,ORD012055,20240517,PRD000010,1,Defective Item
RT00401,ORD012082,20230212,PRD000098,1,Defective Item
RT00402,ORD012108,20251202,PRD000035,1,Defective Item
RT00403,ORD012114,20240812,PRD000050,1,Damaged during Delivery
RT00404,ORD012137,20250929,PRD000076,1,Unsatisfied with Quality
RT00405,ORD012141,20240313,PRD000034,1,Damaged during Delivery
RT00406,ORD012163,20250717,PRD000037,1,Defective Item
RT00407,ORD012388,20250806,PRD000009,1,Defective Item
RT00408,ORD012405,20251027,PRD000004,1,Unsatisfied with Quality
RT00409,ORD012473,20250302,PRD000083,1,Defective Item
RT00410,ORD012475,20230612,PRD000038,1,Damaged during Delivery
RT00411,ORD012490,20241202,PRD000058,1,Wrong Item Shipped
RT00412,ORD012521,20240301,PRD000046,1,Wrong Item Shipped
RT00413,ORD012558,20240324,PRD000001,1,Wrong Item Shipped
RT00414,ORD012603,20240527,PRD000024,1,Damaged during Delivery
RT00415,ORD012658,20250103,PRD000031,1,Damaged during Delivery
RT00416,ORD012679,20230712,PRD000071,1,Defective Item
RT00417,ORD012764,20250225,PRD000010,1,Damaged during Delivery
RT00418,ORD012815,20240427,PRD000097,1,Defective Item
RT00419,ORD012838,20240125,PRD000084,1,Unsatisfied with Quality
RT00420,ORD012841,20241230,PRD000010,1,Damaged during Delivery
RT00421,ORD012927,20240623,PRD000049,1,Damaged during Delivery
RT00422,ORD012984,20250928,PRD000054,1,Wrong Item Shipped
RT00423,ORD012988,20231205,PRD000048,1,Wrong Item Shipped
RT00424,ORD012990,20240409,PRD000089,1,Defective Item
RT00425,ORD013020,20250116,PRD000051,1,Defective Item
RT00426,ORD013089,20240724,PRD000098,1,Defective Item
RT00427,ORD013170,20231014,PRD000089,1,Defective Item
RT00428,ORD013171,20250213,PRD000095,1,Defective Item
RT00429,ORD013183,20230702,PRD000095,1,Defective Item
RT00430,ORD013203,20250803,PRD000096,1,Damaged during Delivery
RT00431,ORD013222,20230512,PRD000052,1,Damaged during Delivery
RT00432,ORD013252,20230620,PRD000024,1,Unsatisfied with Quality
RT00433,ORD013284,20240918,PRD000067,1,Unsatisfied with Quality
RT00434,ORD013326,20240708,PRD000096,1,Wrong Item Shipped
RT00435,ORD013392,20230629,PRD000097,1,Defective Item
RT00436,ORD013406,20250902,PRD000015,1,Unsatisfied with Quality
RT00437,ORD013444,20240815,PRD000097,1,Damaged during Delivery
RT00438,ORD013472,20230320,PRD000097,1,Defective Item
RT00439,ORD013503,20231130,PRD000050,1,Defective Item
